Diện tích sử dụng,Mã BĐS,price,Pháp lý,Ngày đăng,Nhà tắm,Phòng ngủ,address,Diện tích đất
45 m2,22710868,8 tỷ 750 triệu,Sổ đỏ,14/10/2025,4,4,"Ngõ Văn Hương, Phường Trung Phụng, Quận Đống Đa, Hà Nội","45 m2(3,9x4,1)"
150 m2,22710869,14 tỷ 500 triệu,Sổ đỏ,14/10/2025,1,1,"Ngõ Thống Nhất, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội","150 m2(7,2x12)"
82 m2,22707597,9 tỷ 500 triệu,Sổ đỏ,14/10/2025,,,"Tân Ấp, Phường Phúc Xá, Quận Ba Đình, Hà Nội","82 m2(3,5x16)"
56 m2,22708464,15 tỷ,Sổ đỏ,14/10/2025,4,6,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","56 m2(5,5x10)"
33 m2,22708461,10 tỷ 900 triệu,Sổ đỏ,14/10/2025,4,4,"An Dương Vương, Phường Bưởi, Quận Tây Hồ, Hà Nội",33 m2(4x14)
53 m2,22708462,12 tỷ 990 triệu,Sổ đỏ,14/10/2025,4,4,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","53 m2(3,6x12)"
14 m2,22708467,4 tỷ 500 triệu,Sổ đỏ,14/10/2025,1,1,"Đường Bưởi, Phường Cống Vị, Quận Ba Đình, Hà Nội",14 m2(3x5)
24 m2,22708465,5 tỷ 600 triệu,Sổ đỏ,14/10/2025,2,2,"Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","24 m2(3,8x8)"
46 m2,22708463,15 tỷ 500 triệu,Sổ đỏ,14/10/2025,5,5,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","46 m2(4,1x10)"
65 m2,22709448,38 tỷ 999 triệu,Sổ đỏ,14/10/2025,6,6,"Hàng Bông, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội","65 m2(3,3x16)"
37 m2,22709447,18 tỷ 500 triệu,Sổ đỏ,14/10/2025,3,3,"Phúc Xá, Phường Phúc Xá, Quận Ba Đình, Hà Nội","37 m2(5,2x6)"
43 m2,22709449,5 tỷ 900 triệu,Sổ đỏ,14/10/2025,,,"Nguyễn Khoái, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội","43 m2(3,3x12)"
31 m2,22709450,7 tỷ 600 triệu,Sổ đỏ,14/10/2025,4,4,"Hòa Bình 7, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",31 m2(3x10)
20 m2,22709452,5 tỷ 600 triệu,Sổ đỏ,14/10/2025,2,2,"Linh Quang, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",20 m2(3x7)
30 m2,22709451,5 tỷ 200 triệu,Sổ đỏ,14/10/2025,3,3,"Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",30 m2(3x10)
15 m2,22709454,5 tỷ 600 triệu,Sổ đỏ,14/10/2025,1,1,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",15 m2(4x5)
40 m2,22710863,8 tỷ 300 triệu,Sổ đỏ,14/10/2025,3,3,"Lương Yên, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",40 m2(4x10)
27 m2,22709802,7 tỷ 200 triệu,Sổ đỏ,14/10/2025,3,3,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","27 m2(3,2x7)"
,22709803,6 tỷ 100 triệu,Sổ đỏ,14/10/2025,3,3,"Ngõ Trung Tả, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","27 m2(3,3x7)"
17 m2,22709453,4 tỷ 200 triệu,Sổ đỏ,14/10/2025,1,1,"Ngõ Đình Đông, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","17 m2(2,6x8)"
42 m2,22709805,10 tỷ 400 triệu,Sổ đỏ,14/10/2025,4,5,"Hòa Bình 7, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",42 m2(5x4)
78 m2,22709806,25 tỷ 500 triệu,Sổ đỏ,14/10/2025,10,10,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội","78 m2(5,8x12)"
60 m2,22709807,13 tỷ 500 triệu,Sổ đỏ,14/10/2025,18,18,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",60 m2(4x20)
37 m2,22709808,5 tỷ 600 triệu,Không xác định,14/10/2025,3,4,"Ngõ Giếng Mứt, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","37 m2(3,5x10)"
33 m2,22708459,7 tỷ 700 triệu,Sổ đỏ,14/10/2025,3,3,"An Dương Vương, Phường Bưởi, Quận Tây Hồ, Hà Nội",33 m2(4x12)
18 m2,22707726,3 tỷ 920 triệu,Sổ đỏ,14/10/2025,3,2,"Hào Nam, Phường Cát Linh, Quận Đống Đa, Hà Nội",18 m2(3x7)
44 m2,22707725,7 tỷ 500 triệu,Sổ đỏ,14/10/2025,3,3,"Ngõ Chùa Liên Phái, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",44 m2(3x12)
40 m2,22707723,11 tỷ 800 triệu,Sổ đỏ,14/10/2025,3,3,"Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",40 m2(4x10)
70 m2,22707719,29 tỷ,Sổ đỏ,14/10/2025,4,6,"Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội","70 m2(4,2x14)"
29 m2,22707721,6 tỷ 900 triệu,Sổ đỏ,14/10/2025,3,3,"Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","29 m2(3,3x10)"
60 m2,22707600,22 tỷ 500 triệu,Sổ đỏ,14/10/2025,1,1,"Xuân Đỉnh, Phường Xuân La, Quận Tây Hồ, Hà Nội",60 m2(4x20)
40 m2,22707595,5 tỷ 350 triệu,Sổ đỏ,14/10/2025,,,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",40 m2(4x10)
40 m2,22711305,8 tỷ 500 triệu,Sổ đỏ,14/10/2025,1,1,"Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","40 m2(3,3x14)"
22 m2,22707594,5 tỷ 800 triệu,Sổ đỏ,14/10/2025,3,3,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",22 m2(3x7)
22 m2,22707592,5 tỷ 800 triệu,Sổ hồng,14/10/2025,3,3,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",22 m2(3x7)
18 m2,22706903,4 tỷ 850 triệu,Sổ đỏ,14/10/2025,4,3,"Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội","18 m2(3,2x7)"
54 m2,22706751,19 tỷ,Sổ đỏ,14/10/2025,1,1,"Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","54 m2(4,6x11)"
18 m2,22706755,4 tỷ 580 triệu,Sổ đỏ,14/10/2025,3,3,"Nguyễn Cao, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",18 m2(4x6)
133 m2,22706746,73 tỷ 200 triệu,Sổ đỏ,14/10/2025,3,3,"Nguyễn Văn Tố, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội","133 m2(4,5x20)"
78 m2,22711306,18 tỷ 500 triệu,Sổ đỏ,14/10/2025,3,4,"Lạc Trung, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",78 m2(4x20)
33 m2,22706524,16 tỷ,Sổ đỏ,14/10/2025,4,4,"Hồ Đắc Di, Phường Nam Đồng, Quận Đống Đa, Hà Nội","33 m2(3,75x10)"
69 m2,22706520,17 tỷ 500 triệu,Sổ đỏ,14/10/2025,6,6,"Ngõ Văn Hương, Phường Trung Tự, Quận Đống Đa, Hà Nội",69 m2(5x12)
63 m2,22707795,14 tỷ 600 triệu,Sổ đỏ,14/10/2025,4,6,"Tam Trinh, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",63 m2(4x20)
27 m2,22707793,6 tỷ 349 triệu,Sổ đỏ,14/10/2025,3,2,"Đê Tô Hoàng, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội","27 m2(3,4x10)"
50 m2,22707792,14 tỷ 500 triệu,Sổ đỏ,14/10/2025,3,3,"Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","50 m2(3,3x12)"
25 m2,22711307,5 tỷ 200 triệu,Sổ đỏ,14/10/2025,3,3,"Đê Tô Hoàng, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",25 m2(3x8)
45 m2,22707791,9 tỷ 600 triệu,Sổ đỏ,14/10/2025,3,3,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","45 m2(3,3x15)"
90 m2,22709299,12 tỷ 400 triệu,Sổ đỏ,14/10/2025,,1,"Bạch Đằng, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội","90 m2(7,7x12)"
53 m2,22709298,14 tỷ 200 triệu,Sổ đỏ,14/10/2025,6,6,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",53 m2(5x10)
20 m2,22709297,2 tỷ 860 triệu,Sổ đỏ,14/10/2025,2,3,"Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",20 m2(6x3)
70 m2,22711708,15 tỷ 500 triệu,Sổ đỏ,14/10/2025,4,10,"An Dương, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","70 m2(4,4x12)"
61 m2,22707738,10 tỷ 60 triệu,Sổ đỏ,14/10/2025,1,2,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",61 m2(4x20)
57 m2,22707789,10 tỷ 500 triệu,Sổ đỏ,14/10/2025,3,5,"Minh Khai, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",57 m2(4x14)
20 m2,22709292,7 tỷ 500 triệu,Sổ đỏ,14/10/2025,4,4,"Núi Trúc, Phường Giảng Võ, Quận Ba Đình, Hà Nội","20 m2(3,4x6)"
40 m2,22707737,17 tỷ,Sổ đỏ,14/10/2025,4,4,"Hàng Bạc, Phường Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",40 m2(3x12)
70 m2,22711308,4 tỷ 500 triệu,Sổ đỏ,14/10/2025,1,3,"Phố 8 Tháng 3, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",
43 m2,22707736,31 tỷ,Sổ đỏ,14/10/2025,4,4,"Thái Thịnh, Phường Láng Hạ, Quận Đống Đa, Hà Nội","43 m2(4,5x10)"
43 m2,22707734,8 tỷ 800 triệu,Sổ đỏ,14/10/2025,4,4,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",43 m2(6x8)
35 m2,22706352,27 tỷ,Sổ đỏ,14/10/2025,5,5,"Tôn Đức Thắng, Phường Cát Linh, Quận Đống Đa, Hà Nội","35 m2(3,5x10)"
50 m2,22710989,17 tỷ 500 triệu,Sổ đỏ,14/10/2025,5,5,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","50 m2(4,5x12)"
30 m2,22710457,4 tỷ 950 triệu,Sổ đỏ,14/10/2025,2,2,"Phúc Xá, Phường Phúc Xá, Quận Ba Đình, Hà Nội","30 m2(4,6x7)"
87 m2,22710988,20 tỷ 800 triệu,Sổ đỏ,14/10/2025,1,1,"Kim Đồng, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",87 m2(6x12)
34 m2,22710990,7 tỷ 900 triệu,Sổ đỏ,14/10/2025,2,2,"Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","34 m2(3,8x8)"
60 m2,22710466,12 tỷ,Sổ đỏ,14/10/2025,2,2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","60 m2(3,7x17)"
43 m2,22710465,15 tỷ 500 triệu,Sổ đỏ,14/10/2025,10,10,"Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",43 m2(4x11)
25 m2,22710462,6 tỷ 200 triệu,Sổ đỏ,14/10/2025,3,3,"Dương Văn Bé, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","25 m2(3,8x8)"
52 m2,22710461,11 tỷ,Sổ đỏ,14/10/2025,1,1,"An Xá, Phường Phúc Xá, Quận Ba Đình, Hà Nội","52 m2(3,4x20)"
31 m2,22710455,12 tỷ,Sổ đỏ,14/10/2025,2,2,"Đặng Thái Thân, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội","31 m2(3,6x10)"
70 m2,22704759,11 tỷ 800 triệu,Sổ đỏ,14/10/2025,3,3,"Dương Văn Bé, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",70 m2(4x17)
108 m2,22704762,33 tỷ,Sổ đỏ,14/10/2025,1,1,"Đền Lừ, Phường Tương Mai, Quận Hoàng Mai, Hà Nội","108 m2(7,8x15)"
44 m2,22704760,11 tỷ 800 triệu,Sổ đỏ,14/10/2025,4,6,"Ngõ Trại Găng, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội","44 m2(3,2x12)"
36 m2,22704766,18 tỷ 300 triệu,Sổ đỏ,14/10/2025,4,4,"Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",36 m2(6x5)
60 m2,22705509,29 tỷ,Sổ đỏ,14/10/2025,3,3,"Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",60 m2(4x15)
130 m2,22705510,38 tỷ 500 triệu,Sổ đỏ,14/10/2025,3,3,"Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","130 m2(8,4x10)"
73 m2,22705511,23 tỷ,Sổ đỏ,14/10/2025,4,4,"Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",73 m2(4x18)
42 m2,22705512,17 tỷ 800 triệu,Sổ đỏ,14/10/2025,3,3,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",42 m2(4x10)
42 m2,22706349,11 tỷ 850 triệu,Sổ đỏ,14/10/2025,4,4,"Trần Quý Cáp, Phường Trung Tự, Quận Đống Đa, Hà Nội","42 m2(4,5x10)"
33 m2,22706351,8 tỷ 780 triệu,Sổ đỏ,14/10/2025,3,3,"An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội","33 m2(3,5x10)"
21 m2,22707728,6 tỷ 499 triệu,Sổ đỏ,14/10/2025,3,3,"Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","21 m2(4,6x5)"
40 m2,22711638,22 tỷ 800 triệu,Giấy tờ hợp lệ,14/10/2025,4,4,"Đồng Xuân, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội","40 m2(3,1x12)"
18 m2,22711640,4 tỷ 980 triệu,Sổ đỏ,14/10/2025,3,3,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",18 m2(4x6)
43 m2,22711637,9 tỷ 900 triệu,Sổ đỏ,14/10/2025,4,3,"An Dương, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",43 m2(4x11)
43 m2,22711634,15 tỷ 800 triệu,Sổ đỏ,14/10/2025,6,6,"An Dương, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","43 m2(3,3x10)"
73 m2,22711631,8 tỷ 600 triệu,Sổ đỏ,14/10/2025,1,1,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","73 m2(5,2x14)"
30 m2,22711630,8 tỷ 500 triệu,Sổ đỏ,14/10/2025,4,3,"Nghĩa Dũng, Phường Phúc Xá, Quận Ba Đình, Hà Nội",30 m2(4x10)
30 m2,22711629,14 tỷ 500 triệu,Sổ đỏ,14/10/2025,4,4,"Ngõ Văn Chương, Phường Văn Chương, Quận Đống Đa, Hà Nội","30 m2(3,5x8)"
22 m2,22711628,5 tỷ 900 triệu,Sổ đỏ,14/10/2025,1,2,"Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","22 m2(3,4x7)"
20 m2,22711627,5 tỷ 800 triệu,Sổ đỏ,14/10/2025,2,2,"Ngõ Chùa Liên Phái, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội","20 m2(3,3x7)"
48 m2,22711625,15 tỷ 200 triệu,Sổ đỏ,14/10/2025,5,5,"Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","48 m2(3,6x12)"
45 m2,22711855,16 tỷ 500 triệu,Sổ đỏ,14/10/2025,2,2,"Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",45 m2(5x9)
,22711904,26 tỷ,Sổ đỏ,14/10/2025,6,7,"Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",69 m2
52 m2,22711890,21 tỷ,Sổ đỏ,14/10/2025,3,3,"Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",52 m2(5x11)
,22711955,160 tỷ,Sổ đỏ,14/10/2025,6,7,"Khúc Thừa Dụ, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",174 m2
,22711953,26 tỷ,Sổ đỏ,14/10/2025,2,3,"Lý Thường Kiệt, Phường Hàng Đào, Quận Hoàn Kiếm, Hà Nội",56 m2
,22711902,210 tỷ,Sổ đỏ,14/10/2025,20,20,"Bùi Thị Xuân, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",229 m2
80 m2,22711897,10 tỷ 600 triệu,Sổ hồng,14/10/2025,,,"Quốc Lộ 32, Xã Tân Lập, Huyện Đan Phượng, Hà Nội",80 m2(5x16)
95 m2,22189127,32 tỷ,Sổ đỏ,13/10/2025,7,6,"Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội","95 m2(8x11,88)"
350 m2,22196215,475 tỷ,Sổ đỏ,13/10/2025,91,91,"Hàng Bông, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội","350 m2(8,2x42,7)"
95 m2,22273039,41 tỷ,Sổ đỏ,13/10/2025,5,5,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","95 m2(4,7x20,2)"
330 m2,22318340,180 tỷ,Sổ đỏ,13/10/2025,8,8,"Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",330 m2(11x33)
600 m2,22344070,135 tỷ,Sổ đỏ,13/10/2025,5,5,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","600 m2(21x28,6)"
230 m2,22309437,162 tỷ,Sổ đỏ,13/10/2025,30,30,"Hàng Buồm, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội","230 m2(7x32,86)"
450 m2,22382849,450 tỷ,Sổ đỏ,13/10/2025,20,20,"Trần Hưng Đạo, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",450 m2(11x41)
118 m2,22392094,55 tỷ,Sổ đỏ,13/10/2025,9,9,"Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội","118 m2(5,6x21,1)"
90 m2,22423952,54 tỷ,Sổ đỏ,13/10/2025,9,8,"Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội","90 m2(6,5x13,9)"
260 m2,22548418,195 tỷ,Sổ đỏ,13/10/2025,7,6,"Phố Huế, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội","260 m2(6,2x41,9)"
156 m2,22531125,53 tỷ,Sổ đỏ,13/10/2025,4,4,"Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","156 m2(8,5x18,4)"
204 m2,22605209,74 tỷ,Sổ đỏ,13/10/2025,3,3,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","204 m2(8,2x24,9)"
250 m2,22628952,23 tỷ,Sổ đỏ,13/10/2025,4,3,"Nguyễn Thái Học, Phường Điện Biên, Quận Ba Đình, Hà Nội","50 m2(4,5x11)"
114 m2,22654864,28 tỷ,Sổ đỏ,13/10/2025,2,2,"Phố Trịnh Đình Cửu, Phường Định Công, Quận Hoàng Mai, Hà Nội",114 m2(11x11)
135 m2,22617232,58 tỷ,Sổ đỏ,13/10/2025,8,6,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","135 m2(3,8x30)"
420 m2,22651117,43 tỷ,Sổ đỏ,13/10/2025,4,4,"Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",146 m2(6x24)
1216 m2,22632070,160 tỷ,Sổ đỏ,13/10/2025,7,6,"Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội","304 m2(6x50,7)"
190 m2,22167441,75 tỷ,Sổ đỏ,13/10/2025,7,6,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","190 m2(6x31,6)"
1400 m2,22544334,40 tỷ,Sổ đỏ,13/10/2025,8,8,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","161 m2(6,7x24)"
400 m2,22202872,150 tỷ,Sổ đỏ,13/10/2025,9,9,"Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội",400 m2(20x20)
450 m2,22241450,33 tỷ,Sổ đỏ,13/10/2025,6,5,"Nguyễn Công Thái, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",118 m2(10x12)
990 m2,21822387,36 tỷ,Sổ đỏ,13/10/2025,24,22,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","110 m2(4,2x26,2)"
1200 m2,22682633,81 tỷ,Sổ đỏ,13/10/2025,5,5,"Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","352 m2(3,5x30)"
1075 m2,22690952,88 tỷ,Sổ đỏ,13/10/2025,9,8,"Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","215 m2(13x16,5)"
1000 m2,22697075,60 tỷ,Sổ đỏ,13/10/2025,9,8,"Phố Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","228 m2(5,5x35)"
1300 m2,22655003,78 tỷ,Sổ đỏ,13/10/2025,7,6,"Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","185 m2(7,5x24,5)"
300 m2,22687394,52 tỷ,Sổ đỏ,13/10/2025,4,6,"Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",150 m2(6x25)
2000 m2,22701134,133 tỷ,Sổ đỏ,13/10/2025,7,6,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",270 m2(11x25)
105 m2,22292467,26 tỷ,Sổ đỏ,13/10/2025,9,9,"Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội","105 m2(6x17,5)"
100 m2,22446084,26 tỷ 500 triệu,Sổ đỏ,13/10/2025,4,4,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội","100 m2(6x16,7)"
130 m2,22444754,32 tỷ,Sổ đỏ,13/10/2025,2,2,"Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","130 m2(5,2x25)"
97 m2,22284768,37 tỷ,Sổ đỏ,13/10/2025,6,6,"Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","97 m2(4,7x20,6)"
435 m2,22675794,81 tỷ,Sổ đỏ,13/10/2025,5,5,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","435 m2(7,5x50)"
6300 m2,22698420,1050 tỷ,Sổ đỏ,13/10/2025,100,100,"Lê Đức Thọ, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",6300 m2(85x74)
950 m2,22707775,155 tỷ,Sổ đỏ,13/10/2025,6,6,"Minh Khai, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",425 m2(10x42)
850 m2,22707398,39 tỷ 900 triệu,Sổ đỏ,13/10/2025,7,6,"Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",110 m2(19x6)
3000 m2,22705136,420 tỷ,Sổ đỏ,13/10/2025,6,6,"Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",1520 m2(61x25)
425 m2,22704975,22 tỷ,Sổ đỏ,13/10/2025,5,5,"Trần Điền, Phường Định Công, Quận Hoàng Mai, Hà Nội",85 m2(4x20)
1233 m2,22700884,117 tỷ,Sổ đỏ,13/10/2025,6,6,"Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",411 m2(8x50)
550 m2,22649604,45 tỷ,Sổ đỏ,13/10/2025,7,6,"Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội","105 m2(5,5x19)"
92 m2,22252003,25 tỷ,Sổ đỏ,13/10/2025,16,16,"Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","92 m2(5x18,4)"
416 m2,22620466,220 tỷ,Sổ đỏ,13/10/2025,18,8,"Hoàng Cầu, Phường Trung Liệt, Quận Đống Đa, Hà Nội",416 m2(20x21)
320 m2,22618057,62 tỷ,Sổ đỏ,13/10/2025,4,4,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","160 m2(6x26,7)"
197 m2,22637428,68 tỷ,Sổ đỏ,13/10/2025,14,14,"Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","197 m2(5,2x37,9)"
750 m2,22595465,25 tỷ,Sổ đỏ,13/10/2025,7,6,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","125 m2(4,5x27,8)"
966 m2,22559355,31 tỷ,Sổ đỏ,13/10/2025,7,10,"Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","138 m2(4,2x32,9)"
120 m2,22530678,48 tỷ,Sổ đỏ,13/10/2025,5,4,"Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","120 m2(6,5x18,5)"
332 m2,22467916,53 tỷ,Sổ đỏ,13/10/2025,5,5,"Hàng Đậu, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội","166 m2(4,2x39)"
465 m2,22278957,248 tỷ,Sổ đỏ,13/10/2025,3,3,"Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","465 m2(11,8x39,4)"
465 m2,22278559,248 tỷ,Sổ đỏ,13/10/2025,3,3,"Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","465 m2(11,8x39,4)"
440 m2,21842498,21 tỷ,Sổ đỏ,13/10/2025,4,5,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","110 m2(3,7x29,7)"
495 m2,22245224,33 tỷ,Sổ đỏ,13/10/2025,5,5,"Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội","165 m2(8,5x19,4)"
80 m2,22600171,31 tỷ,Sổ đỏ,13/10/2025,2,2,"Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","80 m2(24x3,3)"
4500 m2,22646342,235 tỷ,Sổ đỏ,13/10/2025,9,8,"Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội","495 m2(18x27,5)"
89 m2,22629759,29 tỷ 500 triệu,Sổ đỏ,13/10/2025,3,3,"Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","89 m2(5,2x17,1)"
,22709439,32 tỷ 400 triệu,Sổ đỏ,13/10/2025,1,1,"Đào Đình Luyện, Phường Việt Hưng, Quận Long Biên, Hà Nội",90 m2
